Id,Predicted,,,,,,
candidate431,0.58689195,0.42242455,0.42242455,0.42242455,0.42242455,0.42242455,0.42242455
candidate439,0.7929867,0.7052394,0.7052394,0.7052394,0.7052394,0.7052394,0.7052394
candidate440,0.6249243,0.36316612,0.36316612,0.36316612,0.36316612,0.36316612,0.36316612
candidate450,0.63978255,0.43529627,0.6,0.43529627,0.43529627,0.43529627,0.43529627
candidate451,0.936077,0.6731696,0.6731696,0.6731696,0.6731696,0.6731696,0.52
candidate455,0.838485,0.7830179,0.7830179,0.7830179,0.7830179,0.7830179,0.7830179
candidate456,0.759032,0.55898064,0.55898064,0.55898064,0.55898064,0.55898064,0.55898064
candidate458,0.6164799,0.43645218,0.43645218,0.43645218,0.43645218,0.43645218,0.43645218
candidate459,0.3671016,0.8,0.7,0.8,0.8,0.8,0.8
candidate463,0.74221843,0.6177253,0.6177253,0.6177253,0.6177253,0.6177253,0.6177253
candidate466,0.8833751,0.7871899,0.7871899,0.7871899,0.7871899,0.7871899,0.7871899
candidate483,0.85005575,0.6505922,0.6505922,0.6505922,0.6505922,0.6505922,0.6505922
candidate486,0.10768867,0.29347444,0.29347444,0.29347444,0.29347444,0.29347444,0.29347444
candidate489,0.68721193,0.40660155,0.40660155,0.68721193,0.68721193,0.68721193,0.68721193
candidate49,0.48734355,0.4,0.52485454,0.4,0.4,0.4,0.4
candidate491,0.6308906,0.63334304,0.63334304,0.63334304,0.63334304,0.63334304,0.63334304
candidate493,0.3956737,0.8,0.8,0.8,0.8,0.8,0.8
candidate498,0.50556576,0.55558646,0.55558646,0.55558646,0.55558646,0.55558646,0.55558646
candidate499,0.46102142,0.7,0.6,0.7,0.7,0.7,0.7
candidate502,0.22518575,0.34817195,0.34817195,0.34817195,0.34817195,0.34817195,0.34817195
candidate509,0.9378962,0.70380455,0.70380455,0.70380455,0.70380455,0.70380455,0.70380455
candidate513,0.8328881,0.639122,0.639122,0.639122,0.639122,0.639122,0.639122
candidate524,0.94315183,0.4,0.6,0.94315183,0.94315183,0.94315183,0.94315183
candidate530,0.91153663,0.6467011,0.6467011,0.6467011,0.6467011,0.6467011,0.6467011
candidate544,0.63607645,0.41256833,0.41256833,0.41256833,0.41256833,0.41256833,0.41256833
candidate556,0.49597105,0.3,0.5193734,0.3,0.3,0.3,0.3
candidate56,0.20546651,0.4457545,0.4457545,0.4457545,0.4457545,0.4457545,0.4457545
candidate563,0.31108654,0.6,0.6,0.6,0.6,0.6,0.6
candidate564,0.5318143,0.67317617,0.67317617,0.67317617,0.67317617,0.67317617,0.67317617
candidate565,0.5082052,0.52149314,0.52149314,0.52149314,0.52149314,0.52149314,0.52149314
candidate580,0.67656946,0.53808486,0.53808486,0.53808486,0.53808486,0.53808486,0.53808486
candidate582,0.4823239,0.42320395,0.42320395,0.42320395,0.42320395,0.42320395,0.42320395
candidate59,0.80286086,0.6414938,0.6414938,0.6414938,0.6414938,0.6414938,0.6414938
candidate60,0.59017336,0.47451374,0.47451374,0.47451374,0.47451374,0.47451374,0.47451374
candidate68,0.39610982,0.45540056,0.45540056,0.45540056,0.45540056,0.45540056,0.45540056
candidate75,0.55202323,0.7,0.7,0.7,0.7,0.7,0.7
candidate76,0.38346764,0.501131,0.501131,0.501131,0.501131,0.501131,0.501131
candidate77,0.23611565,0.34572336,0.34572336,0.34572336,0.34572336,0.34572336,0.34572336
candidate79,0.329876,0.46716052,0.46716052,0.46716052,0.46716052,0.46716052,0.46716052
candidate85,0.06943357,0.28053373,0.28053373,0.28053373,0.28053373,0.28053373,0.28053373
candidate99,0.6286458,0.71823037,0.71823037,0.71823037,0.71823037,0.71823037,0.71823037
